City,State, Median Sale Price 
FAYETTEVILLE,TN,"$111,350.00 "
SALINE,MI,"$298,216.67 "
WASHINGTON,MO,"$163,250.00 "
BLYTHEWOOD,SC,"$218,183.33 "
WASHOUGAL,WA,"$391,791.67 "
THEODORE,AL,"$117,900.00 "
RARITAN,NJ,"$355,933.33 "
MERCHANTVILLE,NJ,"$150,958.33 "
LILLINGTON,NC,"$165,258.33 "
MCCANDLESS,PA,"$235,000.00 "
NORTH PLAINFIELD,NJ,"$257,775.00 "
SEAFORD,NY,"$484,633.33 "
WILSONVILLE,OR,"$430,891.67 "
HILLSBOROUGH,NC,"$278,041.67 "
PHELAN,CA,"$280,358.33 "
MADISON,IN,"$127,341.67 "
MONTVILLE,NJ,"$517,825.00 "
WEST CARSON,CA,"$480,216.67 "
BIXBY,OK,"$210,758.33 "
SUMMIT,NJ,"$991,225.00 "
NORTON SHORES,MI,"$146,966.67 "
PRAIRIE VILLAGE,KS,"$288,100.00 "
STONEHAM,MA,"$457,316.67 "
CHARLOTTE,MI,"$132,550.00 "
SOUTH EUCLID,OH,"$83,916.67 "
SOCASTEE,SC,"$158,525.00 "
MANOR,TX,"$205,691.67 "
MAUMELLE,AR,"$203,208.33 "
ROYSE CITY,TX,"$220,408.33 "
MATTOON,IL,"$74,741.67 "
FARRAGUT,TN,"$354,050.00 "
GLENVILLE,NY,"$204,466.67 "
DUARTE,CA,"$525,958.33 "
BAKER,LA,"$110,916.67 "
MORRIS,NJ,"$578,683.33 "
LOMA LINDA,CA,"$388,670.00 "
GROVELAND,FL,"$213,875.00 "
PETERS,PA,"$340,525.00 "
NEWTOWN,PA,"$368,400.00 "
AUBURN HILLS,MI,"$157,433.33 "
TOCCOA,GA,"$109,325.00 "
HERCULES,CA,"$542,108.33 "
WATERTOWN,CT,"$204,425.00 "
HELOTES,TX,"$236,800.00 "
BEDFORD,NH,"$442,208.33 "
DARIEN,CT,"$1,248,866.67 "
JENKS,OK,"$206,050.00 "
WAREHAM,MA,"$256,000.00 "
SILOAM SPRINGS,AR,"$144,225.00 "
LOS ALAMITOS,CA,"$955,100.00 "
CITRUS RIDGE,FL,"$218,166.67 "
MULBERRY,FL,"$162,508.33 "
LYNDHURST,NJ,"$365,558.33 "
PORTSMOUTH,NH,"$423,958.33 "
HORSEHEADS,NY,"$143,941.67 "
CHARLES TOWN,WV,"$248,300.00 "
SPRINGBORO,OH,"$244,700.00 "
SUN CITY CENTER,FL,"$170,791.67 "
HAYESVILLE,OR,"$251,350.00 "
MONROE,NJ,"$188,525.00 "
DYER,IN,"$220,183.33 "
CLINTON,UT,"$274,608.33 "
NEW WINDSOR,NY,"$241,416.67 "
JEFFERSON,NJ,"$264,291.67 "
HURRICANE,WV,"$200,091.67 "
OXFORD,MI,"$248,550.00 "
CHAPIN,SC,"$239,475.00 "
IVES ESTATES,FL,"$168,741.67 "
DEL CITY,OK,"$71,791.67 "
GLEN MILLS,PA,"$412,266.67 "
MOUNTAIN BROOK,AL,"$542,483.33 "
DE SOTO,MO,"$138,391.67 "
KUNA,ID,"$230,291.67 "
TWENTYNINE PALMS,CA,"$121,500.00 "
SHOREWOOD,IL,"$229,058.33 "
FRANKLIN PARK,IL,"$207,250.00 "
SOMERS,NY,"$462,308.33 "
TUKWILA,WA,"$332,716.67 "
CAROL CITY,FL,"$258,841.67 "
MORRISON,CO,"$423,050.00 "
ARNOLD,MD,"$382,116.67 "
CHENEY,WA,"$246,825.00 "
WEST COLUMBIA,SC,"$123,691.67 "
BERLIN,CT,"$258,041.67 "
DALLAS,OR,"$279,325.00 "
CANAL WINCHESTER,OH,"$233,291.67 "
GOLDEN VALLEY,MN,"$308,508.33 "
WEST AND EAST LEALMAN,FL,"$128,966.67 "
EDGEWATER,MD,"$375,250.00 "
MURRYSVILLE,PA,"$226,258.33 "
LOVES PARK,IL,"$104,508.33 "
MINOOKA,IL,"$201,400.00 "
LA CANADA FLINTRIDGE,CA,"$1,815,050.00 "
SYOSSET,NY,"$696,975.00 "
LAWRENCEBURG,KY,"$136,916.67 "
WEIRTON,WV,"$82,233.33 "
STANWOOD,WA,"$402,775.00 "
LAKE PLACID,FL,"$138,741.67 "
NEW HOPE,MN,"$230,658.33 "
WESTERLY,RI,"$298,908.33 "
ENUMCLAW,WA,"$374,241.67 "
GREATER NORTHDALE,FL,"$234,650.00 "
LA PLATA,MD,"$314,100.00 "
LINO LAKES,MN,"$268,825.00 "
AVON LAKE,OH,"$216,100.00 "
PALISADES PARK,NJ,"$584,050.00 "
EAST RIDGE,TN,"$123,150.00 "
SOUTH SAINT PAUL,MN,"$209,266.67 "
FOUNTAIN INN,SC,"$172,758.33 "
SPARTA,NJ,"$337,775.00 "
LAFAYETTE,CO,"$465,900.00 "
CHEHALIS,WA,"$241,183.33 "
MILL CREEK,WA,"$566,858.33 "
DEERFIELD,IL,"$410,483.33 "
NEWPORT,RI,"$443,858.33 "
KEY WEST,FL,"$606,591.67 "
DEWITT,MI,"$209,458.33 "
PANAMA CITY BEACH,FL,"$285,875.00 "
MOUNT WASHINGTON,KY,"$191,691.67 "
THE DALLES,OR,"$230,933.33 "
PINCKNEY,MI,"$243,536.36 "
KERMAN,CA,"$250,410.00 "
ROSAMOND,CA,"$250,566.67 "
WALKER,LA,"$172,158.33 "
BLAIRSVILLE,GA,"$177,583.33 "
BERLIN,MD,"$250,925.00 "
BRAWLEY,CA,"$215,583.33 "
COPIAGUE,NY,"$343,308.33 "
MOUNT HOLLY,NC,"$186,108.33 "
LOUISVILLE,OH,"$138,908.33 "
UNION,KY,"$259,516.67 "
LEWISBURG,PA,"$196,408.33 "
CRESCENT CITY,CA,"$223,841.67 "
BUCKINGHAM,PA,"$487,716.67 "
PARMA HEIGHTS,OH,"$117,783.33 "
AUSTIN,MN,"$94,125.00 "
GRAND ISLAND,NY,"$212,341.67 "
PARRISH,FL,"$275,858.33 "
NEW CANAAN,CT,"$1,255,500.00 "
PENDLETON,OR,"$178,925.00 "
CRESTWOOD,KY,"$296,091.67 "
DENVER,NC,"$312,216.67 "
CORINTH,TX,"$273,491.67 "
SACHSE,TX,"$289,608.33 "
PELHAM,AL,"$189,875.00 "
HEALDSBURG,CA,"$829,516.67 "
CHEVY CHASE,MD,"$1,047,266.67 "
FAIRMONT,WV,"$127,666.67 "
FERNDALE,MI,"$167,200.00 "
ELMWOOD PARK,NJ,"$355,091.67 "
LOMITA,CA,"$629,950.00 "
HOPEWELL,NJ,"$429,075.00 "
PAYSON,AZ,"$259,991.67 "
BLOOMFIELD,CT,"$194,608.33 "
PENN,PA,"$184,300.00 "
HAZLET,NJ,"$324,716.67 "
HANAHAN,SC,"$228,458.33 "
MONTGOMERY,IL,"$183,191.67 "
MARQUETTE,MI,"$192,125.00 "
WAXHAW,NC,"$313,533.33 "
EVANS,CO,"$269,683.33 "
PERRY,GA,"$138,691.67 "
MOUNTLAKE TERRACE,WA,"$430,225.00 "
OJAI,CA,"$706,083.33 "
UNIVERSAL CITY,TX,"$185,925.00 "
HYATTSVILLE,MD,"$355,441.67 "
SOUTH MILWAUKEE,WI,"$153,933.33 "
RINCON,GA,"$176,783.33 "
LANSDALE,PA,"$228,708.33 "
FRESNO,TX,"$205,441.67 "
LATHROP,CA,"$409,425.00 "
NORTHFIELD,OH,"$174,183.33 "
AFFTON,MO,"$146,591.67 "
LYNDEN,WA,"$350,258.33 "
HAUGHTON,LA,"$183,533.33 "
MONROE,CT,"$334,375.00 "
HAINES CITY,FL,"$186,275.00 "
WEST SAINT PAUL,MN,"$211,091.67 "
BREVARD,NC,"$231,625.00 "
ERLANGER,KY,"$130,141.67 "
COLUMBIA HEIGHTS,MN,"$201,791.67 "
HUDSON,MA,"$335,358.33 "
ROCKY MOUNT,VA,"$146,333.33 "
WEST MIFFLIN,PA,"$93,658.33 "
OLDSMAR,FL,"$229,616.67 "
ROSEDALE,MD,"$193,941.67 "
BLOOMINGTON,CA,"$306,791.67 "
CONCORD,MA,"$898,141.67 "
NORTON,MA,"$340,916.67 "
CHATHAM,NJ,"$853,400.00 "
HEATH,OH,"$154,183.33 "
FORNEY,TX,"$226,058.33 "
NORWOOD,OH,"$136,775.00 "
LYNBROOK,NY,"$478,600.00 "
MONTVILLE,CT,"$187,966.67 "
CHOCTAW,OK,"$199,883.33 "
JACKSONVILLE BEACH,FL,"$304,166.67 "
LANHAM SEABROOK,MD,"$273,966.67 "
SOUTH WHITEHALL,PA,"$223,375.00 "
DEBARY,FL,"$211,383.33 "
PALM SPRINGS,FL,"$150,516.67 "
STEPHENS CITY,VA,"$234,341.67 "
BONAIRE,GA,"$178,616.67 "
EAST FALMOUTH,MA,"$362,250.00 "
ROCKY HILL,CT,"$213,633.33 "
BOURNE,MA,"$352,091.67 "
WENDELL,NC,"$195,983.33 "
SOUTHEAST,NY,"$297,700.00 "
UPPER SAINT CLAIR,PA,"$300,008.33 "
BETHEL,CT,"$309,975.00 "
GREENCASTLE,PA,"$185,325.00 "
MURPHY,NC,"$151,025.00 "
SHOW LOW,AZ,"$239,683.33 "
NIPOMO,CA,"$606,258.33 "
OREGON,OH,"$127,975.00 "
LINCOLNTON,NC,"$143,933.33 "
MANOR,PA,"$194,541.67 "
INDIANOLA,IA,"$184,100.00 "
WOODSTOCK,IL,"$166,050.00 "
PITTSBORO,NC,"$315,425.00 "
ANGIER,NC,"$183,133.33 "
LA CRESCENTA-MONTROSE,CA,"$913,233.33 "
WAPAKONETA,OH,"$121,858.33 "
EXETER,PA,"$177,566.67 "
ARDEN,NC,"$277,100.00 "
HOOD RIVER,OR,"$450,025.00 "
RAYMORE,MO,"$222,708.33 "
FOREST LAKE,MN,"$244,616.67 "
LOUISVILLE,CO,"$607,583.33 "
GLASSBORO,NJ,"$172,416.67 "
BROOKFIELD,IL,"$237,325.00 "
JASPER,GA,"$208,600.00 "
ANSONIA,CT,"$191,150.00 "
LITTLE RIVER,SC,"$153,466.67 "
OCONOMOWOC,WI,"$288,350.00 "
SOMERSET,MA,"$278,450.00 "
VERONA,WI,"$300,136.36 "
UPPER ALLEN,PA,"$200,008.33 "
WEST MELBOURNE,FL,"$240,516.67 "
ROCKY RIVER,OH,"$225,133.33 "
COVINGTON,WA,"$386,708.33 "
NEVADA CITY,CA,"$434,566.67 "
EVERGREEN PARK,IL,"$181,541.67 "
SAINT JOHNS,MI,"$142,641.67 "
ASHLAND,VA,"$282,100.00 "
WEAVERVILLE,NC,"$290,841.67 "
OAKTON,VA,"$669,925.00 "
HAWTHORNE,NJ,"$346,441.67 "
MT OLIVE,NJ,"$337,491.67 "
CORTLAND,NY,"$108,950.00 "
SHARPSBURG,GA,"$241,000.00 "
REPUBLIC,MO,"$151,975.00 "
LAKE WORTH CORRIDOR,FL,"$202,350.00 "
HYBLA VALLEY,VA,"$506,600.00 "
BERWICK,PA,"$94,066.67 "
TREDYFFRIN,PA,"$568,158.33 "
BAINBRIDGE ISLAND,WA,"$810,450.00 "
YANKTON,SD,"$185,200.00 "
CARLISLE,PA,"$150,058.33 "
MELVILLE,NY,"$611,183.33 "
CARENCRO,LA,"$153,275.00 "
PEWAUKEE,WI,"$294,633.33 "
MAPLE SHADE,NJ,"$148,233.33 "
BENSENVILLE,IL,"$208,308.33 "
HOLLY,MI,"$184,658.33 "
TAVARES,FL,"$189,408.33 "
MOUNTAIN HOME,ID,"$174,150.00 "
MATAWAN,NJ,"$337,983.33 "
MAYFIELD HEIGHTS,OH,"$134,750.00 "
BROOK PARK,OH,"$125,091.67 "
SPRING,PA,"$202,133.33 "
PINOLE,CA,"$564,108.33 "
GUYTON,GA,"$182,225.00 "
TRUCKEE,CA,"$640,625.00 "
LIMERICK,PA,"$275,483.33 "
BEREA,OH,"$138,466.67 "
FOREST PARK,OH,"$116,841.67 "
LOGAN,OH,"$121,600.00 "
MONROE,NY,"$307,525.00 "
EAST MOLINE,IL,"$100,566.67 "
BELLWOOD,IL,"$149,208.33 "
CINCO RANCH,TX,"$344,875.00 "
HARRISON,OH,"$163,483.33 "
BETHANY,OK,"$119,166.67 "
SECAUCUS,NJ,"$410,775.00 "
ALPINE,CA,"$606,975.00 "
KINGSLAND,GA,"$125,500.00 "
BIG LAKE,MN,"$227,400.00 "
PACE,FL,"$198,033.33 "
GAYLORD,MI,"$128,416.67 "
BELGRADE,MT,"$292,741.67 "
NEW CUMBERLAND,PA,"$172,150.00 "
BYRON,GA,"$143,300.00 "
HERMOSA BEACH,CA,"$1,680,400.00 "
WILTON,CT,"$715,308.33 "
CHICKAMAUGA,GA,"$134,575.00 "
TRENTON,MI,"$142,158.33 "
PRINEVILLE,OR,"$229,258.33 "
WESTBOROUGH,MA,"$454,616.67 "
DOVER,NJ,"$245,875.00 "
MCKINLEYVILLE,CA,"$330,658.33 "
RED WING,MN,"$184,850.00 "
GARFIELD,MI,"$235,875.00 "
FLUSHING,MI,"$140,241.67 "
HAMPTON,PA,"$236,933.33 "
FILLMORE,CA,"$458,475.00 "
LUSBY,MD,"$212,875.00 "
POINT PLEASANT,NJ,"$368,466.67 "
SANTA FE SPRINGS,CA,"$497,325.00 "
ORINDA,CA,"$1,416,650.00 "
BEDFORD,VA,"$147,691.67 "
SHERRELWOOD,CO,"$306,550.00 "
EAST PEORIA,IL,"$122,491.67 "
CLACKAMAS,OR,"$407,183.33 "
FLETCHER,NC,"$264,425.00 "
LOWER ALLEN,PA,"$182,541.67 "
PALMYRA,VA,"$211,833.33 "
GREENVILLE,MI,"$139,525.00 "
RUTHERFORD,NJ,"$469,658.33 "
WHEATFIELD,NY,"$215,983.33 "
EASTLAKE,OH,"$109,083.33 "
ALTOONA,IA,"$197,275.00 "
MUHLENBERG,PA,"$158,891.67 "
ROTTERDAM,NY,"$164,675.00 "
FOREST HILL,MD,"$313,600.00 "
AVON,CT,"$386,958.33 "
ALLEGAN,MI,"$135,500.00 "
SANDY,OR,"$335,975.00 "
EXTON,PA,"$344,991.67 "
BRYANT,AR,"$158,516.67 "
MASON,MI,"$159,950.00 "
CONCORD,OH,"$220,425.00 "
HOLDEN,MA,"$295,200.00 "
GRAFTON,MA,"$342,025.00 "
ERIE,CO,"$472,158.33 "
SEMMES,AL,"$142,941.67 "
PROSPECT,KY,"$428,858.33 "
MURPHY,TX,"$375,466.67 "
PEMBROKE,MA,"$375,341.67 "
SHARON,MA,"$518,491.67 "
COLLINSVILLE,OK,"$165,741.67 "
FARMINGVILLE,NY,"$330,950.00 "
DUMONT,NJ,"$376,741.67 "
EAST GREENBUSH,NY,"$194,866.67 "
OGDEN,NY,"$162,733.33 "
PRINCETON,MN,"$205,225.00 "
TIPP CITY,OH,"$183,625.00 "
VINTON,VA,"$157,458.33 "
WINDSOR,PA,"$181,033.33 "
TUMWATER,WA,"$297,650.00 "
TINTON FALLS,NJ,"$285,733.33 "
WAUKEE,IA,"$260,183.33 "
SOUTH HADLEY,MA,"$232,483.33 "
EFFINGHAM,IL,"$155,600.00 "
HOMEWOOD,IL,"$148,975.00 "
PURCELLVILLE,VA,"$507,116.67 "
PEYTON,CO,"$322,108.33 "
STEAMBOAT SPRINGS,CO,"$484,083.33 "
CUDAHY,WI,"$153,366.67 "
YULEE,FL,"$209,716.67 "
CLIVE,IA,"$278,483.33 "
SAFFORD,AZ,"$147,333.33 "
FLORAL PARK,NY,"$597,775.00 "
GOFFSTOWN,NH,"$247,775.00 "
KINGS PARK,NY,"$452,600.00 "
RIPON,CA,"$479,550.00 "
DELHI,MI,"$196,041.67 "
CREVE COEUR,MO,"$336,941.67 "
NEWBURYPORT,MA,"$526,491.67 "
MADISON,CT,"$407,791.67 "
ROSEDALE,CA,"$397,116.67 "
PLAINVILLE,CT,"$175,400.00 "
GROTON,CT,"$204,858.33 "
FRANKFORT,IL,"$349,283.33 "
ANACORTES,WA,"$449,766.67 "
GRAND RAPIDS,MI,"$285,100.00 "
SELAH,WA,"$247,441.67 "
COPLEY,OH,"$200,775.00 "
CEDAR SPRINGS,MI,"$173,158.33 "
DOVER,OH,"$124,458.33 "
TALLMADGE,OH,"$162,333.33 "
COTTAGE GROVE,OR,"$231,866.67 "
THREE RIVERS,MI,"$119,708.33 "
ROCKLAND,MA,"$333,041.67 "
BON AIR,VA,"$227,591.67 "
BUDA,TX,"$266,741.67 "
ROSCOE,IL,"$176,483.33 "
ROSE HILL,VA,"$510,608.33 "
LEXINGTON,TN,"$102,583.33 "
GRIFFITH,IN,"$154,925.00 "
LA GRANGE,NY,"$277,516.67 "
LA VISTA,NE,"$169,483.33 "
ANGOLA,IN,"$169,741.67 "
SUITLAND-SILVER HILL,MD,"$199,041.67 "
SAINT JOSEPH,MI,"$196,200.00 "
HUTCHINSON,MN,"$165,075.00 "
ASHLAND,MA,"$389,083.33 "
MUKILTEO,WA,"$550,616.67 "
SAINT HELENS,OR,"$277,366.67 "
LOWELL,IN,"$183,716.67 "
GLENVAR HEIGHTS,FL,"$242,841.67 "
WATKINSVILLE,GA,"$268,541.67 "
RIVERBANK,CA,"$316,700.00 "
MANCHESTER,PA,"$191,458.33 "
FOXBOROUGH,MA,"$419,483.33 "
STERLING,CO,"$148,808.33 "
ANOKA,MN,"$221,125.00 "
SUSQUEHANNA,PA,"$154,508.33 "
SEVIERVILLE,TN,"$182,341.67 "
MANCHESTER,MO,"$225,883.33 "
DANVILLE,IN,"$182,025.00 "
SCOTT,PA,"$160,325.00 "
OKATIE,SC,"$264,950.00 "
OVERLAND,MO,"$83,783.33 "
ALAMO,CA,"$1,632,550.00 "
STILLWATER,MN,"$303,175.00 "
MILFORD,DE,"$188,358.33 "
CORNING,NY,"$110,241.67 "
WYCKOFF,NJ,"$662,100.00 "
KENSINGTON,MD,"$577,875.00 "
PENDLETON,IN,"$174,850.00 "
MADISON HEIGHTS,VA,"$131,750.00 "
CEDARBURG,WI,"$338,016.67 "
SOUTH ORANGE,NJ,"$620,266.67 "
ASTON,PA,"$234,883.33 "
NORTH DRUID HILLS,GA,"$406,775.00 "
PALM RIVER-CLAIR MEL,FL,"$134,050.00 "
MORTON,IL,"$183,075.00 "
HARRISBURG,NC,"$276,491.67 "
SPRINGFIELD,NJ,"$413,108.33 "
BRIDGEVIEW,IL,"$169,850.00 "
LUGOFF,SC,"$147,783.33 "
PICKENS,SC,"$144,500.00 "
BUCKLEY,WA,"$358,016.67 "
COOLIDGE,AZ,"$134,100.00 "
BROOKFIELD,CT,"$350,766.67 "
MORAGA,CA,"$1,036,618.18 "
ASTORIA,OR,"$279,141.67 "
MESQUITE,NV,"$230,075.00 "
HOCKLEY,TX,"$228,450.00 "
BUTLER,PA,"$164,083.33 "
AMESBURY,MA,"$317,475.00 "
MOUNTAIN TOP,PA,"$185,908.33 "
CONCORD,MO,"$202,266.67 "
LAKE ZURICH,IL,"$319,533.33 "
WEBSTER,MA,"$240,966.67 "
BELLINGHAM,MA,"$311,850.00 "
DENVILLE,NJ,"$378,516.67 "
JOHNSTON,IA,"$243,825.00 "
BONITA,CA,"$670,091.67 "
KING,NC,"$137,183.33 "
LOWELL,MI,"$206,766.67 "
SETAUKET,NY,"$453,650.00 "
EATON,OH,"$128,466.67 "
CORTLAND,OH,"$129,216.67 "
HELENA,AL,"$193,641.67 "
LEMAY,MO,"$98,266.67 "
SUNSET,FL,"$393,566.67 "
DELRAN,NJ,"$227,066.67 "
DALLAS,NC,"$141,850.00 "
FRANKLIN,NJ,"$163,341.67 "
NEW MILFORD,NJ,"$403,525.00 "
HANOVER,MD,"$365,258.33 "
SOUTHBRIDGE,MA,"$194,558.33 "
HEBRON,KY,"$225,208.33 "
WEST NORRITON,PA,"$188,333.33 "
WEST HEMPFIELD,PA,"$199,533.33 "
HAZEL PARK,MI,"$80,291.67 "
GARDEN CITY,ID,"$328,716.67 "
HOLMDEL,NJ,"$668,858.33 "
MONTEVALLO,AL,"$143,100.00 "
PIQUA,OH,"$85,675.00 "
CINNAMINSON,NJ,"$239,083.33 "
HOSCHTON,GA,"$298,825.00 "
GIBSONTON,FL,"$184,958.33 "
SWANSEA,MA,"$267,741.67 "
WILLOW SPRING,NC,"$216,391.67 "
THREE LAKES,FL,"$291,118.18 "
CLARKSBURG,MD,"$416,066.67 "
FAIRVIEW PARK,OH,"$169,750.00 "
DURANT,OK,"$115,050.00 "
EAST BRAINERD,TN,"$236,675.00 "
BETHLEHEM,PA,"$256,458.33 "
SARATOGA SPRINGS,UT,"$343,241.67 "
RIO RICO,AZ,"$140,533.33 "
KINGSBURG,CA,"$272,800.00 "
ASHWAUBENON,WI,"$185,783.33 "
HOPKINTON,MA,"$560,118.18 "
AUBURN,MA,"$253,525.00 "
NORTH BABYLON,NY,"$365,183.33 "
SEYMOUR,CT,"$218,233.33 "
HAVRE DE GRACE,MD,"$239,866.67 "
PHOENIXVILLE,PA,"$233,125.00 "
LEONARDTOWN,MD,"$334,600.00 "
GREENE,PA,"$175,808.33 "
RANDLEMAN,NC,"$141,550.00 "
SOUTH RIVER,NJ,"$244,858.33 "
DELAFIELD,WI,"$414,233.33 "
PALOS HILLS,IL,"$155,091.67 "
COMMERCE,GA,"$146,966.67 "
NORTHBRIDGE,MA,"$286,725.00 "
PORTLAND,TX,"$185,441.67 "
JOPPA,MD,"$228,191.67 "
BURRILLVILLE,RI,"$242,125.00 "
BELVEDERE PARK,GA,"$156,350.00 "
ABINGTON,MA,"$353,016.67 "
MAITLAND,FL,"$326,216.67 "
HAMPSTEAD,MD,"$261,250.00 "
LEDYARD,CT,"$213,141.67 "
GREENFIELD,IN,"$148,041.67 "
BENSON,NC,"$155,766.67 "
HERMITAGE,PA,"$129,216.67 "
BURTONSVILLE,MD,"$323,225.00 "
COLCHESTER,CT,"$256,958.33 "
TEXAS,MI,"$321,825.00 "
HIGHLAND,MI,"$248,233.33 "
BRIGHAM CITY,UT,"$222,008.33 "
BEVERLY HILLS,FL,"$104,383.33 "
EAST LONGMEADOW,MA,"$280,416.67 "
LACONIA,NH,"$192,341.67 "
RIDGEFIELD,WA,"$437,477.78 "
WARREN,NJ,"$731,833.33 "
EASTHAMPTON,MA,"$255,416.67 "
PERKASIE,PA,"$281,800.00 "
HOLLAND,OH,"$204,225.00 "
ADAIRSVILLE,GA,"$140,650.00 "
NORTH ARLINGTON,NJ,"$355,300.00 "
GOODLETTSVILLE,TN,"$222,775.00 "
LAGUNA WOODS,CA,"$351,508.33 "
WIXOM,MI,"$244,208.33 "
MIDDLETOWN,RI,"$380,433.33 "
CAMILLUS,NY,"$156,650.00 "
HERNANDO,FL,"$187,991.67 "
PLANO,IL,"$166,966.67 "
PENN,PA,"$154,566.67 "
OXFORD,AL,"$117,425.00 "
FRANKLINTON,NC,"$193,900.00 "
PROSPER,TX,"$423,066.67 "
MUKWONAGO,WI,"$266,833.33 "
WATERFORD,CT,"$226,575.00 "
FORT LUPTON,CO,"$306,050.00 "
PORT WASHINGTON,NY,"$841,466.67 "
ASBURY PARK,NJ,"$308,916.67 "
ALACHUA,FL,"$199,333.33 "
LONGMEADOW,MA,"$325,183.33 "
DEATSVILLE,AL,"$180,091.67 "
GROSSE POINTE WOODS,MI,"$232,391.67 "
CORTEZ,CO,"$170,675.00 "
DRIPPING SPRINGS,TX,"$436,066.67 "
AMHERST,OH,"$159,583.33 "
CRYSTAL RIVER,FL,"$142,291.67 "
MIDDLETON,WI,"$306,591.67 "
NORTH READING,MA,"$441,716.67 "
MADISON,NJ,"$729,941.67 "
MIDDLEBURG HEIGHTS,OH,"$149,941.67 "
MANASSAS PARK,VA,"$288,858.33 "
CAMBRIDGE,MN,"$199,700.00 "
AURORA,OH,"$278,016.67 "
WESTCHESTER,IL,"$240,100.00 "
STONY POINT,NY,"$383,316.67 "
PALMETTO ESTATES,FL,"$296,591.67 "
CRETE,IL,"$162,575.00 "
ORTING,WA,"$322,283.33 "
SUFFIELD,CT,"$268,275.00 "
MOLALLA,OR,"$318,975.00 "
DAVIDSON,NC,"$340,700.00 "
TRENTON,OH,"$149,300.00 "
ELLINGTON,CT,"$236,966.67 "
CORDOVA,TN,"$206,533.33 "
RUTHER GLEN,VA,"$197,508.33 "
BRYN MAWR-SKYWAY,WA,"$445,633.33 "
WHITEWATER,WI,"$194,375.00 "
BOULDER CITY,NV,"$302,458.33 "
WHITEMARSH,PA,"$390,308.33 "
GLENWOOD SPRINGS,CO,"$485,341.67 "
NESCONSET,NY,"$450,291.67 "
HALF MOON BAY,CA,"$1,165,891.67 "
ORLAND,CA,"$253,350.00 "
LAKE SAINT LOUIS,MO,"$225,825.00 "
FORKS,PA,"$245,508.33 "
HIGHLAND VILLAGE,TX,"$391,616.67 "
GODFREY,IL,"$126,641.67 "
PAWLEYS ISLAND,SC,"$263,116.67 "
NORTH EAST,MD,"$237,058.33 "
SATELLITE BEACH,FL,"$298,866.67 "
MONTGOMERY,NY,"$245,283.33 "
HARTWELL,GA,"$169,583.33 "
LAUREL,VA,"$184,425.00 "
MIDLOTHIAN,IL,"$128,233.33 "
HANOVER,PA,"$147,366.67 "
THOMPSONS STATION,TN,"$339,600.00 "
HOT SPRINGS VILLAGE,AR,"$162,141.67 "
PAYSON,UT,"$256,175.00 "
DEPEW,NY,"$134,183.33 "
DEXTER,MI,"$319,725.00 "
WORTHINGTON,OH,"$299,341.67 "
GLEN CARBON,IL,"$207,091.67 "
WESTBURY,NY,"$446,891.67 "
FOWLERVILLE,MI,"$186,558.33 "
HICKORY HILLS,IL,"$196,283.33 "
SANGER,TX,"$219,333.33 "
KAUKAUNA,WI,"$144,500.00 "
COLUMBIA,IL,"$196,258.33 "
EATON RAPIDS,MI,"$133,283.33 "
WINDSOR,CO,"$399,208.33 "
MILFORD,NH,"$257,191.67 "
LOOMIS,CA,"$577,633.33 "
SPRINGTOWN,TX,"$225,433.33 "
SCITUATE,MA,"$573,641.67 "
NORTH LIBERTY,IA,"$211,958.33 "
NORTH CANTON,OH,"$141,150.00 "
NOKOMIS,FL,"$316,266.67 "
CHURCH HILL,TN,"$126,991.67 "
ASHLAND CITY,TN,"$164,458.33 "
LOWELL,AR,"$188,933.33 "
OCEAN ACRES,NJ,"$233,691.67 "
RAMSEY,NJ,"$492,000.00 "
COTTONWOOD,CA,"$243,541.67 "
HUNTINGTOWN,MD,"$415,858.33 "
CLIFTON,VA,"$688,716.67 "
SILVERTON,OR,"$305,991.67 "
CREST HILL,IL,"$165,483.33 "
HIGHLAND,IL,"$143,391.67 "
HARRISONVILLE,MO,"$155,891.67 "
TOLLAND,CT,"$255,108.33 "
BROUSSARD,LA,"$199,591.67 "
WELBY,CO,"$256,250.00 "
TIVERTON,RI,"$309,475.00 "
PALMER,PA,"$223,125.00 "
FAIRHAVEN,MA,"$279,691.67 "
SILVER SPRING,PA,"$272,816.67 "
PAW PAW,MI,"$135,708.33 "
BELLEVUE,WI,"$204,425.00 "
EAST PENNSBORO,PA,"$194,883.33 "
SOUTH FAYETTE,PA,"$221,350.00 "
BERKLEY,MI,"$217,133.33 "
GRAFTON,WI,"$264,725.00 "
NORTHBOROUGH,MA,"$414,675.00 "
WHITE CENTER,WA,"$435,458.33 "
BLACK FOREST,CO,"$544,566.67 "
PACIFIC GROVE,CA,"$892,809.09 "
MONROE,WI,"$147,241.67 "
CARY,IL,"$209,008.33 "
BLACK MOUNTAIN,NC,"$269,933.33 "
WAUPACA,WI,"$139,833.33 "
SALEM,WI,"$199,863.64 "
PROSSER,WA,"$226,633.33 "
HERSHEY,PA,"$235,516.67 "
SMITHFIELD,RI,"$246,758.33 "
WHITMAN,MA,"$316,866.67 "
BELCHERTOWN,MA,"$259,433.33 "
RIO LINDA,CA,"$298,041.67 "
ABERDEEN,NC,"$158,983.33 "
MANORVILLE,NY,"$354,950.00 "
NEWBERRY,PA,"$179,066.67 "
GREENBRIER,AR,"$151,108.33 "
BELMONT,MI,"$263,200.00 "
